SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1,USD Coin,USDC,2018-10-09 23:59:59,1.00833,1.00003,1.00427,1.00686,108803.0,0.0
2,USD Coin,USDC,2018-10-10 23:59:59,1.01908,1.00397,1.00494,1.00962,711783.0,0.0
3,USD Coin,USDC,2018-10-11 23:59:59,1.03123,1.00173,1.00994,1.00978,4177290.0,0.0
4,USD Coin,USDC,2018-10-12 23:59:59,1.01871,1.00114,1.00861,1.01272,1322240.0,0.0
5,USD Coin,USDC,2018-10-13 23:59:59,1.02029,1.00355,1.01445,1.00743,698507.0,0.0
6,USD Coin,USDC,2018-10-14 23:59:59,1.02251,1.00492,1.00726,1.01631,982750.0,0.0
7,USD Coin,USDC,2018-10-15 23:59:59,1.11373,0.998372,1.0169,1.0268,10660400.0,0.0
8,USD Coin,USDC,2018-10-16 23:59:59,1.03551,1.01899,1.02723,1.02143,2124080.0,24323316.2344
9,USD Coin,USDC,2018-10-17 23:59:59,1.02653,1.01058,1.02404,1.01219,1102740.0,24107422.7902
10,USD Coin,USDC,2018-10-18 23:59:59,1.02062,1.00923,1.01466,1.01489,1182450.0,24187789.2696
11,USD Coin,USDC,2018-10-19 23:59:59,1.01643,1.00631,1.01475,1.00698,715078.0,24002105.7351
12,USD Coin,USDC,2018-10-20 23:59:59,1.01363,1.00255,1.00749,1.00643,299871.0,23994903.4238
13,USD Coin,USDC,2018-10-21 23:59:59,1.01961,1.0032,1.00682,1.0129,509276.0,24149158.5883
14,USD Coin,USDC,2018-10-22 23:59:59,1.0248,1.00329,1.01231,1.0093,1211160.0,33637864.4966
15,USD Coin,USDC,2018-10-23 23:59:59,1.01796,1.00747,1.00923,1.01059,1503840.0,0.0
16,USD Coin,USDC,2018-10-24 23:59:59,1.01209,1.00238,1.00938,1.01002,923940.0,85597083.7735
17,USD Coin,USDC,2018-10-25 23:59:59,1.01369,1.0019,1.01046,1.00797,1365520.0,85423350.5586
18,USD Coin,USDC,2018-10-26 23:59:59,1.01552,1.00352,1.00611,1.01163,950623.0,125705149.382
19,USD Coin,USDC,2018-10-27 23:59:59,1.01489,1.00107,1.01208,1.00824,712963.0,125258973.687
20,USD Coin,USDC,2018-10-28 23:59:59,1.01496,1.00273,1.00662,1.01107,282707.0,125585473.774
21,USD Coin,USDC,2018-10-29 23:59:59,1.019,1.00553,1.01083,1.00837,1983680.0,126268125.218
22,USD Coin,USDC,2018-10-30 23:59:59,1.01086,1.00301,1.00643,1.00468,715882.0,127961108.516
23,USD Coin,USDC,2018-10-31 23:59:59,1.00873,0.994033,1.00673,0.996386,1279360.0,126902714.865
24,USD Coin,USDC,2018-11-01 23:59:59,1.0184,0.991167,0.996413,0.992502,1800480.0,126328568.292
25,USD Coin,USDC,2018-11-02 23:59:59,1.00801,0.988213,0.992897,0.999969,2042390.0,132263915.845
26,USD Coin,USDC,2018-11-03 23:59:59,1.0083,0.99781,1.00028,1.00379,1402480.0,132760169.643
27,USD Coin,USDC,2018-11-04 23:59:59,1.00809,0.982746,1.00401,0.997669,2144200.0,131925671.16
28,USD Coin,USDC,2018-11-05 23:59:59,1.00745,0.996702,0.996997,0.998748,1287400.0,134043873.058
29,USD Coin,USDC,2018-11-06 23:59:59,1.00506,0.99711,1.00249,1.00052,2241070.0,134764761.215
30,USD Coin,USDC,2018-11-07 23:59:59,1.01161,0.997181,1.00144,1.0043,2589880.0,134846050.978564
31,USD Coin,USDC,2018-11-08 23:59:59,1.00721,0.998625,1.00383,1.00384,3423190.0,134582387.304781
32,USD Coin,USDC,2018-11-09 23:59:59,1.01361,1.00194,1.00407,1.00804,3478250.0,135152022.946511
33,USD Coin,USDC,2018-11-10 23:59:59,1.02973,0.995854,1.00711,1.01096,2497760.0,135543519.223448
34,USD Coin,USDC,2018-11-11 23:59:59,1.01993,0.996741,1.01264,1.00901,4726130.0,135307299.941031
35,USD Coin,USDC,2018-11-12 23:59:59,1.01514,1.0006,1.00856,1.0132,6446540.0,135869179.957355
36,USD Coin,USDC,2018-11-13 23:59:59,1.02223,0.999477,1.00826,1.01282,6483310.0,135535719.465778
37,USD Coin,USDC,2018-11-14 23:59:59,1.04334,0.999077,1.01763,1.02307,24013300.0,145938457.51628
38,USD Coin,USDC,2018-11-15 23:59:59,1.06139,1.00785,1.02067,1.01831,18776600.0,145288637.977145
39,USD Coin,USDC,2018-11-16 23:59:59,1.03941,1.00618,1.01712,1.03027,9247040.0,147038389.425786
40,USD Coin,USDC,2018-11-17 23:59:59,1.03933,1.00616,1.03344,1.00912,5537380.0,144078009.427742
41,USD Coin,USDC,2018-11-18 23:59:59,1.01463,1.00118,1.00962,1.01188,5735460.0,144472180.075049
42,USD Coin,USDC,2018-11-19 23:59:59,1.05217,1.00131,1.01203,1.02019,27873100.0,145433960.311124
43,USD Coin,USDC,2018-11-20 23:59:59,1.0567,1.00722,1.01588,1.01995,43293600.0,156707497.53873
44,USD Coin,USDC,2018-11-21 23:59:59,1.03205,1.00892,1.02412,1.01441,20164000.0,165035814.906515
45,USD Coin,USDC,2018-11-22 23:59:59,1.02256,1.00616,1.01285,1.01948,11556600.0,166175761.749806
46,USD Coin,USDC,2018-11-23 23:59:59,1.02783,1.00833,1.01613,1.02061,17717500.0,169431171.766614
47,USD Coin,USDC,2018-11-24 23:59:59,1.03969,1.01105,1.01718,1.02296,19409700.0,169951729.428763
48,USD Coin,USDC,2018-11-25 23:59:59,1.04013,0.990265,1.02687,1.02596,23476200.0,170393048.504764
49,USD Coin,USDC,2018-11-26 23:59:59,1.05881,1.01551,1.01831,1.03741,29734800.0,172044015.330946
50,USD Coin,USDC,2018-11-27 23:59:59,1.038,0.995528,1.03242,1.0121,13622700.0,170711290.864261
51,USD Coin,USDC,2018-11-28 23:59:59,1.02585,1.00372,1.00871,1.01164,23327400.0,173690422.157984
